ID_inmersion,Profundidad_maxima_m,Tiempo_fondo_min,Temperatura_agua_C,Consumo_aire_bar,Ritmo_cardiaco_bpm,Nivel_experiencia,Condiciones_mar,Tipo_gas,Paradas_seguridad,Ascenso_controlado,Inmersion_segura
557,50.0,30.918272417423086,8.890705970628971,170.48448818930177,81.27148899868935,Intermedio,Moderado,Aire,No,No,No
558,80.0,86.00617848476898,9.128549304178051,174.33005233632883,179.241540048947,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
559,40.0,60.06239303491555,11.13831665552475,171.39958678087248,147.14549348946434,Principiante,Agitado,Trimix,Sí,Sí,Sí
560,80.0,62.36264690400375,11.816144822745237,178.80583780900793,111.69224773449449,Principiante,Agitado,Trimix,Sí,Sí,No
561,150.0,71.03782616388847,20.394986507708197,122.93944457565073,167.92686599978381,Principiante,Agitado,Trimix,No,Sí,No
562,50.0,66.95106986339482,10.03590097813466,159.55151698490153,105.84316202918181,Principiante,Agitado,Trimix,Sí,No,No
563,50.0,86.63349627364542,12.769332054151725,180.61887135611715,134.40165791827516,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
564,40.0,86.65509582751005,16.3744477021742,179.77235652558642,143.6070763729825,Avanzado,Agitado,Nitrox,Sí,Sí,Sí
565,50.0,82.03193601330022,10.687696791123894,199.29560946056316,102.10633714537285,Intermedio,Moderado,Aire,Sí,Sí,No
566,100.0,68.18421584676068,21.240990705723657,185.50093388321085,177.83972788005957,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
567,50.0,78.05695768094398,15.51143289738371,219.21333163406723,154.81919059789976,Avanzado,Agitado,Nitrox,No,Sí,No
568,80.0,70.63010054297891,8.763027622082346,148.3854528608645,135.781322551107,Avanzado,Calmado,Trimix,Sí,Sí,Sí
569,80.0,64.40202250031601,18.42336159516605,155.91510296662315,98.05945981753008,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
570,200.0,37.71002119403461,14.135897793330074,158.38471518677963,85.38582069980261,Intermedio,Calmado,Nitrox,Sí,Sí,No
571,80.0,78.67225060416018,14.29248549891668,166.58128070202486,112.00598325209835,Intermedio,Moderado,Nitrox,No,Sí,No
572,200.0,79.23836854463732,13.065022812914476,203.59980637812095,155.31873359134028,Principiante,Moderado,Nitrox,No,Sí,No
573,80.0,67.55638020609436,13.431274822888726,143.579209395921,106.9331298302025,Intermedio,Moderado,Trimix,Sí,Sí,Sí
574,100.0,79.22561062627608,19.603194464523536,197.60002070354295,133.95562204955053,Avanzado,Moderado,Aire,No,Sí,No
575,200.0,69.08908631146727,4.368574024620257,160.53101830857435,152.79471767307433,Avanzado,Calmado,Nitrox,Sí,Sí,No
576,60.0,42.40106159260472,9.69034466014109,180.18553836620086,90.79437146464643,Intermedio,Agitado,Trimix,Sí,Sí,No
577,150.0,46.43766763926803,3.7365773674894522,183.25405332263063,148.52980161158735,Intermedio,Calmado,Nitrox,Sí,Sí,No
578,40.0,42.87534718250245,19.32466307719137,157.28486371889346,89.18708877100447,Avanzado,Moderado,Aire,Sí,Sí,Sí
579,80.0,52.63554499367855,8.262942658566887,171.26152052058052,176.51297421269965,Principiante,Agitado,Nitrox,Sí,Sí,No
580,50.0,32.33778793861402,22.640899425834338,161.30311746476968,128.83941300649394,Intermedio,Agitado,Trimix,Sí,Sí,Sí
581,80.0,67.09523306027357,14.111304733163756,126.91327861866195,95.06761077098774,Avanzado,Moderado,Aire,Sí,Sí,No
582,50.0,50.19325289332359,20.417244744180785,163.71653888168265,114.23836360335466,Intermedio,Moderado,Trimix,No,No,No
583,150.0,69.34335812284453,24.51542301916711,129.73933925535522,121.34164492952615,Principiante,Agitado,Trimix,Sí,No,No
584,150.0,53.1237972579339,21.315143767501123,160.50207990803216,155.81850110765373,Intermedio,Agitado,Nitrox,Sí,No,No
585,150.0,70.89682013836739,21.94085648026504,179.2918399831782,154.34237860766092,Avanzado,Moderado,Trimix,Sí,Sí,No
586,50.0,50.437474167854404,11.383643393391429,177.94148993435007,141.1940505337331,Intermedio,Calmado,Trimix,No,Sí,No
587,80.0,45.641671694154184,14.689619690964815,186.26212790083204,90.5930712558493,Intermedio,Calmado,Trimix,Sí,Sí,Sí
588,150.0,59.76224725760437,7.8394369729959985,129.52615079546263,95.15693715876736,Intermedio,Calmado,Trimix,Sí,Sí,No
589,100.0,71.57342152151637,6.510601292949414,185.2123245530438,89.37569206455566,Intermedio,Moderado,Aire,No,Sí,No
590,200.0,50.900196267191845,13.626681219438778,151.2148056696447,137.71727832875501,Intermedio,Calmado,Aire,Sí,Sí,No
591,50.0,86.19888911134244,15.686126533109674,159.9045946137111,167.7138441511404,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
592,50.0,32.35117960053878,9.803238655612393,205.7986253922706,123.38005122547719,Principiante,Calmado,Aire,No,No,No
593,80.0,55.07676190293473,15.097200908560508,120.90304041295502,96.08481739577462,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
594,50.0,88.05483309121485,22.411591097810568,178.84126333406056,135.8042325148967,Principiante,Agitado,Trimix,Sí,Sí,Sí
595,50.0,62.87831299488524,14.80459645001742,179.87139801001075,161.17522168657098,Intermedio,Moderado,Trimix,Sí,Sí,Sí
596,150.0,55.40825653848711,18.578701215141653,159.66597763435618,154.171206151293,Principiante,Calmado,Nitrox,Sí,No,No
597,80.0,64.1112170249975,20.522244249231818,143.7027857108336,168.14507796750212,Intermedio,Agitado,Trimix,Sí,Sí,No
598,150.0,64.55547451548507,24.740761984975183,143.4674038261551,107.79020972488678,Intermedio,Calmado,Trimix,Sí,Sí,No
599,200.0,73.89886531797842,15.87354025007053,208.37096696607526,99.39538672677749,Intermedio,Moderado,Nitrox,Sí,No,No
600,200.0,37.661383765347935,20.557553426139478,164.20243737828577,167.98164859419387,Principiante,Moderado,Aire,Sí,Sí,No
601,150.0,45.00098695296628,24.140934326762117,153.0889362989172,145.75603127780232,Avanzado,Calmado,Nitrox,No,Sí,No
602,200.0,64.83264074063459,23.721423688277287,164.8777573831403,111.09289300075542,Principiante,Agitado,Trimix,Sí,Sí,No
603,80.0,82.02699643258333,5.244882521887412,186.93904014593613,154.23480505725092,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
604,40.0,63.712001528626416,11.347023090291007,134.57565682447517,161.51183844803677,Avanzado,Moderado,Nitrox,No,Sí,No
605,150.0,44.31581158742041,9.451771405456391,164.94338352137376,141.49782403411325,Intermedio,Calmado,Aire,Sí,Sí,No
606,100.0,70.79068679401475,3.9992753438580344,178.7884371110387,148.7884109879915,Intermedio,Calmado,Trimix,Sí,No,No
607,100.0,74.39452562684247,16.56453782295209,214.85833548514336,117.52599044426663,Intermedio,Agitado,Trimix,No,No,No
608,50.0,44.294169144238765,18.92580610350805,145.25277820754192,133.8695667343039,Principiante,Calmado,Trimix,Sí,Sí,Sí
609,200.0,52.66373317057769,21.50694619573832,155.92507479162455,132.41591707261622,Intermedio,Moderado,Trimix,Sí,Sí,No
610,100.0,62.059648411833805,4.823868462242295,157.93585899224237,164.8047791130772,Avanzado,Moderado,Trimix,No,Sí,No
611,50.0,59.79367144098466,22.158213745131757,180.5538157644883,163.99639802821827,Intermedio,Moderado,Trimix,Sí,Sí,Sí
612,40.0,53.37708517315221,16.787287963127824,155.67320530400016,163.26804693470433,Principiante,Calmado,Trimix,Sí,Sí,Sí
613,80.0,47.85811047055866,18.19076110818572,173.35119252996955,81.10316142624657,Avanzado,Calmado,Trimix,Sí,Sí,Sí
614,80.0,35.999093229711804,22.94435208142699,198.17903298450295,154.95454844688882,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
615,80.0,33.20911780484214,16.369509233994776,190.53855941122038,155.8676390111005,Avanzado,Calmado,Aire,Sí,Sí,No
616,100.0,87.5124898129919,9.724914714446207,164.63686465125855,147.83788228551418,Intermedio,Calmado,Nitrox,No,No,No
617,40.0,80.82858864573538,20.977468622721176,206.42161776741688,155.62646578914524,Intermedio,Calmado,Nitrox,Sí,Sí,No
618,100.0,51.29431142776323,10.350361880487082,175.8140249593863,164.19703714967088,Principiante,Moderado,Aire,No,Sí,No
619,200.0,87.40805310758738,2.7872465488721696,173.99058395022126,127.03190541017857,Principiante,Agitado,Aire,Sí,Sí,No
620,100.0,70.6061942654582,21.105053651000745,123.41877659391582,130.20502134884472,Avanzado,Calmado,Trimix,No,Sí,No
621,40.0,58.95125697855855,9.939419332269338,218.66929803571617,92.47140569113904,Intermedio,Calmado,Trimix,No,Sí,No
622,40.0,59.5815394663083,19.798194033630825,132.29708085296267,118.53758830473618,Avanzado,Calmado,Trimix,Sí,Sí,Sí
623,200.0,34.99706467171558,10.343431577316744,143.11309124276465,144.33651799117843,Intermedio,Moderado,Nitrox,Sí,Sí,No
624,40.0,35.502248835508865,21.804564459418597,125.16968372415269,158.03997761472743,Principiante,Moderado,Aire,Sí,Sí,Sí
625,40.0,66.14645555406713,7.04874207686205,184.00029668369137,101.72090976912105,Principiante,Moderado,Aire,Sí,Sí,Sí
626,80.0,63.222183140748044,24.414587099574007,142.470117697268,93.78228991592354,Intermedio,Moderado,Aire,No,Sí,No
627,200.0,42.76367370145374,19.934451820124707,138.00104374727235,146.30420045004922,Avanzado,Moderado,Aire,No,Sí,No
628,60.0,86.77167257290142,4.6274722961691275,128.85555842232415,80.18798835249106,Intermedio,Agitado,Aire,Sí,No,No
629,60.0,76.87776302827216,15.012862259230891,130.33089571240157,97.83725843073299,Intermedio,Agitado,Trimix,Sí,Sí,No
630,40.0,36.80787612104688,24.663448181559897,178.4670700442589,82.90713803439537,Intermedio,Calmado,Trimix,Sí,No,No
631,60.0,85.85574634123756,12.83450541195773,188.82078658665955,96.6885117854871,Principiante,Calmado,Aire,Sí,Sí,No
632,60.0,88.45489251206462,6.188464192896415,159.7378988464401,98.13192799255052,Intermedio,Calmado,Aire,Sí,No,No
633,40.0,89.75587452181975,13.149902444457961,167.98970815920734,118.76735947503943,Principiante,Calmado,Nitrox,No,Sí,No
634,60.0,33.352269280641,13.786526085284198,188.5967735982984,120.23271246865559,Avanzado,Agitado,Aire,No,Sí,No
635,100.0,74.22213340746053,19.05879971725931,121.73797901854796,167.4262470610238,Intermedio,Moderado,Trimix,Sí,Sí,Sí
636,50.0,62.75494620989934,18.0734546227008,152.31306570702785,131.01097124988252,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
637,200.0,72.34988903272168,11.258651002730552,217.30977480703464,152.34047656122863,Intermedio,Moderado,Nitrox,Sí,Sí,No
638,50.0,88.11911663844809,7.0145314723639896,178.0112229695468,90.41373579202875,Intermedio,Moderado,Aire,Sí,Sí,No
639,40.0,71.28180061050234,16.836245858694575,145.42245798974932,102.54387554636938,Avanzado,Calmado,Aire,Sí,Sí,Sí
640,80.0,80.21783245424243,11.699190494725482,172.17300466362133,150.29434409786768,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
641,200.0,82.01212231865048,5.042352855882599,154.26534881209153,85.28039604685281,Principiante,Moderado,Trimix,No,Sí,No
642,40.0,80.3088458258391,22.71316292843687,173.22449888262992,128.65976622437532,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
643,80.0,55.565488502816464,17.89810272502205,132.57415118066487,139.9368965662934,Principiante,Calmado,Aire,Sí,Sí,No
644,50.0,43.35458505426183,17.71322869824607,133.27146538192773,140.2145644052481,Principiante,Calmado,Nitrox,No,Sí,No
645,40.0,53.79909611725511,20.9194291459685,134.35423620393928,82.2932811268042,Avanzado,Moderado,Nitrox,No,Sí,No
646,200.0,83.5138145266066,14.182218609066865,213.98197919268418,112.21080042291855,Avanzado,Calmado,Trimix,Sí,Sí,No
647,200.0,38.796289301521526,20.746251853256513,193.28989183413418,143.6490651049154,Avanzado,Moderado,Aire,Sí,Sí,No
648,150.0,60.799570121543574,13.456087330753132,136.2381894662321,94.89997361492435,Intermedio,Moderado,Aire,Sí,Sí,No
649,100.0,43.99368434547167,3.545034198061332,138.83490837656015,149.5415648328053,Intermedio,Calmado,Nitrox,No,No,No
650,60.0,64.87832503360694,11.320706024636841,193.08294748708764,154.59252088136745,Principiante,Agitado,Nitrox,No,Sí,No
651,80.0,81.78831131934024,13.441692561537483,135.6163844792174,178.19691904461453,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
652,150.0,82.82159811830502,18.564659377542803,143.45612933348286,100.98419948564094,Avanzado,Calmado,Nitrox,Sí,Sí,No
653,60.0,44.20111162092472,4.451310792959511,216.33468328203992,162.51306676661153,Intermedio,Moderado,Nitrox,No,Sí,No
654,60.0,84.46162238091279,5.220426389190327,145.5306524728432,132.0296576918654,Avanzado,Moderado,Trimix,Sí,Sí,Sí
655,40.0,65.51332432927705,8.064727460596178,186.16323503711467,117.34625961441733,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
656,60.0,51.01309480201881,8.12946304753029,217.86312874005304,92.2376757325178,Principiante,Calmado,Trimix,Sí,Sí,No
657,100.0,72.490871734992,18.840245304558433,157.42967671397926,153.55056064875376,Intermedio,Agitado,Nitrox,Sí,Sí,No
658,200.0,58.90001927784692,7.766805192916749,121.75159908620623,103.58575991436871,Avanzado,Moderado,Trimix,Sí,Sí,No
659,150.0,52.67925540733527,16.561255457221293,144.4147290422374,117.14220018730458,Intermedio,Calmado,Trimix,No,Sí,No
660,60.0,72.30506185779959,13.368298553180242,203.08771913417053,86.25422268973685,Avanzado,Calmado,Aire,No,Sí,No
661,40.0,44.923449265817275,15.185770698126214,206.46088359550367,160.1366915819519,Intermedio,Calmado,Trimix,Sí,Sí,No
662,100.0,49.81515174114591,21.276460153100803,196.8519364523791,156.65885239716434,Principiante,Agitado,Aire,Sí,Sí,No
663,50.0,56.067110669296284,11.300774535627559,131.3109819076573,153.36158300423125,Intermedio,Calmado,Trimix,Sí,Sí,Sí
664,200.0,45.22093043238833,19.73096167247822,199.55103716964032,109.94435104918867,Avanzado,Calmado,Nitrox,Sí,No,No
665,200.0,54.31212520688503,11.706829369665808,211.86777969935042,97.34800742659573,Principiante,Agitado,Aire,Sí,No,No
666,150.0,64.28838151230065,10.139041660908738,180.0609542546236,143.75532644702298,Avanzado,Calmado,Nitrox,No,Sí,No
667,200.0,74.4584316546401,24.048425078204072,214.08753563380648,129.61663841132196,Intermedio,Calmado,Trimix,Sí,Sí,No
668,60.0,76.03169118651431,6.2405311756161534,202.68388837118775,97.82524669046416,Avanzado,Calmado,Aire,Sí,Sí,No
669,40.0,79.36742111260159,4.0777500932849815,186.69715169909074,148.59112710498636,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
670,200.0,74.65269941659787,19.732676287316007,177.7185236711748,179.11264318213037,Intermedio,Calmado,Trimix,No,Sí,No
671,200.0,70.86236562581453,3.5697432231441066,154.85736672419705,154.72195877420376,Intermedio,Moderado,Trimix,No,Sí,No
672,50.0,44.2503882775482,21.252816786169674,135.92874452428052,153.99863866856117,Avanzado,Calmado,Nitrox,No,Sí,No
673,50.0,54.01337357232149,12.055448116216601,180.4953922690541,175.03127529305917,Intermedio,Calmado,Aire,No,Sí,No
674,80.0,58.66289345281366,23.05681457771402,151.81115536181196,100.29363675749022,Avanzado,Moderado,Aire,Sí,No,No
675,100.0,34.97347930160125,18.59525580580383,206.64386675276455,136.55499649214403,Principiante,Moderado,Nitrox,Sí,Sí,No
676,60.0,61.70220727783255,16.039307341183026,219.33369373586285,177.96467150338833,Avanzado,Moderado,Nitrox,Sí,Sí,No
677,200.0,56.18014989639336,23.83405633232861,195.24277626155725,96.52941109701746,Avanzado,Moderado,Trimix,Sí,Sí,No
678,200.0,78.12655494160404,11.122935580197248,129.04816952870507,150.0251959444521,Avanzado,Calmado,Aire,Sí,Sí,No
679,40.0,88.67404012525625,23.94399954041156,148.86855955306382,138.5810145971902,Principiante,Moderado,Nitrox,Sí,Sí,Sí
680,80.0,63.36030231855507,5.10502938068776,130.91096317657497,138.6479092188707,Intermedio,Moderado,Aire,Sí,Sí,No
681,100.0,49.36118329665502,13.126363664445494,185.0511647791716,149.76706275200752,Intermedio,Calmado,Aire,Sí,Sí,No
682,80.0,32.604046997890364,8.207958115020482,196.51908645557847,172.96169228756844,Intermedio,Agitado,Nitrox,Sí,Sí,No
683,150.0,85.47859981341577,14.41638391488845,212.56748308807119,158.2581939851338,Intermedio,Calmado,Nitrox,No,Sí,No
684,100.0,85.14694291671957,5.726319191506446,163.81723464119875,85.613610341621,Principiante,Moderado,Nitrox,Sí,Sí,Sí
685,200.0,45.17941007935447,21.355182187131,210.13756495884445,165.27280198757114,Avanzado,Calmado,Trimix,Sí,Sí,No
686,200.0,71.72466738639885,21.467380534234817,207.78911590413276,102.55413299257326,Intermedio,Moderado,Nitrox,Sí,No,No
687,100.0,34.52607282538616,23.970435192640018,151.71957167653986,117.69141647363719,Principiante,Moderado,Trimix,Sí,Sí,Sí
688,200.0,39.97292591455518,5.557459240314433,206.8900625540571,126.17328136123822,Avanzado,Agitado,Trimix,Sí,Sí,No
689,60.0,43.00854639518947,16.33664867081479,157.56722518817264,128.09060007530695,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
690,100.0,47.66963681036579,12.907458100108501,149.6869274560281,123.51803992553567,Principiante,Moderado,Trimix,Sí,Sí,Sí
691,80.0,89.74988250176224,9.920825837017365,184.90746587943931,173.73532942158644,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
692,100.0,71.81550335182888,10.085423706087033,152.83812278850812,150.60190076640248,Avanzado,Moderado,Aire,Sí,Sí,No
693,200.0,53.0521098827532,11.494251663955302,183.02087483291442,143.11706459567063,Intermedio,Moderado,Trimix,Sí,Sí,No
694,60.0,74.22604235058115,18.21328764284592,180.98318054986945,84.98420277829416,Principiante,Moderado,Aire,Sí,Sí,No
695,60.0,84.91526050014639,15.760579340167556,176.3438927348459,170.39133302603747,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
696,150.0,87.52214444447077,12.572674793506016,158.04197042327976,170.93901920083962,Intermedio,Calmado,Trimix,Sí,Sí,No
697,80.0,33.47183386546244,3.7464684385013083,174.84997216514768,158.02130634301022,Intermedio,Moderado,Aire,Sí,Sí,No
698,50.0,53.67130791648779,3.7886029138160127,179.64854749854214,80.70292038136192,Intermedio,Calmado,Aire,Sí,Sí,No
699,50.0,36.40536395615306,2.0538059843929,174.56868884954736,85.72802510776233,Intermedio,Agitado,Trimix,Sí,Sí,Sí
700,100.0,50.13960388781779,24.25708592876299,164.44194527512016,102.52237022684898,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
701,150.0,40.180794233733934,2.120837826842853,121.46670570462638,93.13494081449068,Intermedio,Agitado,Aire,Sí,Sí,No
702,40.0,68.81090170012342,4.371156158316133,178.70617077011508,119.88360297037295,Avanzado,Calmado,Nitrox,No,Sí,No
703,100.0,53.296103039392335,9.23572080661645,136.84443851427196,172.26230580877896,Avanzado,Agitado,Nitrox,No,Sí,No
704,150.0,43.76368474229698,20.570895791785507,184.25759689471897,127.20604341969982,Intermedio,Agitado,Nitrox,No,Sí,No
705,80.0,45.956275497854335,24.128272072574706,195.9344327922866,81.34026264321656,Avanzado,Moderado,Trimix,Sí,Sí,Sí
706,80.0,51.620705712316095,20.17031185221269,170.04453091307414,108.2745689578762,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
707,80.0,45.59699177125576,17.882885346249733,174.23636649797385,84.45949083729616,Intermedio,Calmado,Aire,Sí,No,No
708,80.0,57.19445080972986,13.989915350512096,215.1478559665991,83.62876226135022,Intermedio,Agitado,Trimix,Sí,Sí,No
709,80.0,31.93895706657903,3.994219872830223,204.7167361372574,107.57198530955523,Avanzado,Moderado,Trimix,Sí,Sí,No
710,150.0,46.78581043013674,24.037928239090398,211.423651595147,107.56123386789454,Intermedio,Calmado,Aire,Sí,Sí,No
711,150.0,54.67240325233118,19.443025520750673,201.37662883195864,158.71266026016042,Avanzado,Calmado,Aire,No,Sí,No
712,60.0,66.16691292139791,16.69583586268802,130.89183418467314,177.4834652781112,Intermedio,Agitado,Aire,Sí,Sí,No
713,50.0,46.25745855090779,19.457824447393545,134.89918559701948,117.12070938899983,Avanzado,Agitado,Nitrox,No,No,No
714,200.0,37.99110751342498,18.65437657328219,172.66237972689595,122.88868788610387,Principiante,Agitado,Nitrox,Sí,Sí,No
715,80.0,34.57202277594979,16.656326335158198,144.60696587979982,164.47894362860214,Principiante,Moderado,Nitrox,Sí,Sí,Sí
716,40.0,86.43190962812301,24.553266404139727,167.6695475041159,106.81390200955134,Avanzado,Calmado,Trimix,Sí,Sí,Sí
717,200.0,54.99834346430875,22.777367690628573,159.43653238183504,95.6381804403448,Intermedio,Calmado,Trimix,Sí,Sí,No
718,150.0,64.86975727084958,16.87329313969476,174.94142384304533,165.30896234036504,Intermedio,Calmado,Aire,No,Sí,No
719,40.0,85.15059311013357,17.943029863509267,194.68757161358226,84.65005864400655,Intermedio,Calmado,Aire,Sí,Sí,Sí
720,40.0,34.964905202118366,3.18670355315033,191.54909070992744,141.96994401994158,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
721,40.0,82.59968915554757,17.4081016846509,172.12341324853344,136.1992847466807,Principiante,Calmado,Aire,No,Sí,No
722,60.0,63.0952723526442,3.015805067332304,202.2393418817058,114.59204475016944,Avanzado,Moderado,Nitrox,Sí,Sí,No
723,150.0,39.89005566822006,15.530066410308415,163.08620915380334,111.51895210973589,Intermedio,Agitado,Trimix,No,Sí,No
724,40.0,54.67530699512214,24.985130490014203,209.67142898401224,157.18577261816213,Avanzado,Moderado,Aire,Sí,Sí,No
725,80.0,76.65613702411353,14.783551373055133,127.12802700551639,88.64246107625465,Avanzado,Agitado,Nitrox,Sí,Sí,No
726,100.0,58.82220491198128,12.883832715870668,215.46600300333074,103.67843093113854,Avanzado,Moderado,Trimix,Sí,Sí,No
727,40.0,89.11716303993026,9.195661699628513,185.4693081431348,153.24487318380898,Principiante,Calmado,Nitrox,Sí,Sí,Sí
728,60.0,52.604338196276444,4.772019312088682,158.00745089372055,134.83205837264242,Avanzado,Calmado,Aire,Sí,Sí,No
729,200.0,74.97469799856432,18.813544443540476,139.71541265728774,92.79882085335863,Intermedio,Calmado,Nitrox,Sí,Sí,No
730,150.0,53.579366938731546,6.4297776390695,167.91832294436,168.213561428206,Avanzado,Calmado,Aire,No,Sí,No
731,60.0,79.74985324239086,4.65148648868754,139.4558323185301,119.34478465635915,Avanzado,Moderado,Trimix,No,Sí,No
732,40.0,64.14488814994486,11.700541173801788,136.6331607743142,162.78683753221728,Avanzado,Calmado,Aire,Sí,Sí,Sí
733,150.0,33.81070977540008,20.29286227305924,181.7351757412974,158.77130155277086,Intermedio,Calmado,Nitrox,Sí,Sí,No
734,100.0,32.20931205815948,19.13648460676507,172.30847245817847,142.4425446471728,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
735,40.0,38.031127128037994,3.262300136868923,187.00960346109417,129.4481131295093,Intermedio,Agitado,Trimix,Sí,Sí,Sí
736,60.0,30.820317889619837,12.468304755831591,212.96058774219892,177.9550840381757,Avanzado,Moderado,Aire,Sí,Sí,No
737,50.0,34.52154362114774,14.015995249636886,173.22602133390401,94.4965072379817,Avanzado,Moderado,Aire,Sí,Sí,No
738,80.0,71.50286383013471,16.82457296439391,178.09320532627976,152.51557275511146,Intermedio,Calmado,Aire,Sí,Sí,No
739,200.0,62.06077650176778,16.953849060194248,128.96263391549422,99.1190701464789,Avanzado,Moderado,Aire,Sí,Sí,No
740,60.0,74.99464496819832,10.388036737518036,191.76357859086295,113.82631053323485,Principiante,Moderado,Aire,No,Sí,No
741,150.0,84.78994513545857,14.895575462080823,159.9905206804156,110.86987433731953,Principiante,Moderado,Nitrox,Sí,Sí,No
742,40.0,65.10897193952832,13.064423328413987,217.6725238662579,174.7035987738723,Principiante,Agitado,Aire,Sí,Sí,No
743,80.0,73.56725064431089,22.354962200035466,202.317401559566,176.73561777882753,Intermedio,Calmado,Aire,Sí,Sí,No
744,40.0,75.42487212254736,14.196098050602703,172.24810405161185,98.30154442347272,Avanzado,Agitado,Trimix,Sí,Sí,Sí
745,150.0,52.67103295654719,12.143739720207718,132.3222654172166,82.20351602975042,Principiante,Agitado,Aire,Sí,Sí,No
746,40.0,44.46508993977791,11.303165342682567,205.94157932805894,152.0008039663113,Principiante,Calmado,Aire,Sí,Sí,No
747,50.0,42.30271971039149,15.16583846696971,199.97810954240217,121.79899338704843,Avanzado,Moderado,Aire,No,Sí,No
748,80.0,45.08654637070791,20.491470526220645,138.4585129537033,88.88402450875644,Avanzado,Agitado,Trimix,Sí,Sí,No
749,80.0,46.483907821554524,14.383234278758113,149.527828922031,148.37541055770424,Avanzado,Calmado,Aire,Sí,Sí,No
750,150.0,42.43365894048338,17.218069026852454,199.34072581478372,134.51055282606995,Avanzado,Moderado,Trimix,No,Sí,No
751,200.0,82.69324004875153,18.970682638850075,138.52284465474096,178.0516822001106,Avanzado,Agitado,Trimix,No,Sí,No
752,50.0,75.41994793033372,13.963866527210833,211.77524891713773,102.7409495861379,Principiante,Moderado,Aire,Sí,Sí,No
753,60.0,32.8137880674732,11.81679230306188,162.4527425196362,120.39778763265483,Intermedio,Calmado,Trimix,Sí,Sí,Sí
754,40.0,46.12034892151844,22.163303690836337,128.70389625876587,134.2545803395423,Avanzado,Moderado,Aire,Sí,Sí,Sí
755,100.0,31.3310845218181,11.60263993264152,201.57486435042807,159.16999884533516,Intermedio,Calmado,Aire,Sí,Sí,No
756,40.0,59.88991119875358,12.624685563238515,157.35096830383875,134.88386567200587,Avanzado,Moderado,Trimix,Sí,No,No
757,40.0,58.57264180734085,24.777850206860872,172.6499194153781,141.29001608619492,Principiante,Calmado,Trimix,Sí,Sí,Sí
758,60.0,79.88228940375006,2.005463042245345,131.23043444112193,102.61470515899407,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
759,40.0,48.46663438626297,6.265876920264617,120.25840148449824,164.69187280885598,Intermedio,Moderado,Aire,Sí,Sí,Sí
760,50.0,78.98314411278375,10.831169468153693,183.79852057932976,122.86305469704757,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
761,50.0,88.07842592638939,23.449567916780815,171.51751703337317,94.09596275217693,Intermedio,Moderado,Trimix,Sí,Sí,Sí
762,80.0,35.30449340193879,3.6106832321918336,179.3538569123147,146.41879145054173,Avanzado,Moderado,Aire,Sí,Sí,No
763,150.0,77.50907036817797,2.2181649734554556,199.37438503805163,101.60904531853075,Principiante,Moderado,Aire,Sí,Sí,No
764,200.0,65.39735382825816,3.2117282274762573,184.660591342286,89.75625102392998,Principiante,Calmado,Aire,Sí,Sí,No
765,100.0,58.80275802110851,4.036498444113217,137.4773442827377,166.19869084042722,Avanzado,Moderado,Aire,Sí,No,No
766,40.0,55.232146719904506,2.864725783744,156.07725191106,126.01622644884397,Avanzado,Calmado,Trimix,Sí,Sí,Sí
767,40.0,77.08009583665857,13.034970517699609,210.58911047877604,154.92837126957764,Principiante,Agitado,Nitrox,Sí,Sí,No
768,60.0,68.36168141845454,15.357415766228538,196.9944700251679,109.05875598063551,Avanzado,Calmado,Trimix,Sí,Sí,Sí
769,150.0,78.30268005116172,8.248800334587095,175.66370579367174,158.69701349176663,Intermedio,Moderado,Aire,Sí,Sí,No
770,50.0,84.18906352059759,11.160609831439618,145.56449978092724,91.19359270215304,Intermedio,Moderado,Trimix,No,Sí,No
771,100.0,67.03582272583752,4.109084707562893,150.2060501834795,115.59733737948528,Principiante,Moderado,Aire,No,Sí,No
772,80.0,88.82776350554266,9.736520668053707,193.19580675856344,177.80618179735285,Avanzado,Calmado,Aire,Sí,Sí,No
773,50.0,66.48527097251312,14.017941407594032,205.1174260852771,159.3989716368006,Avanzado,Moderado,Aire,Sí,Sí,No
774,150.0,68.19865929733695,18.842251565246837,187.14246695306144,129.7255930314688,Intermedio,Moderado,Aire,Sí,Sí,No
